,medal_type,medal_code,medal_date,athlete_name,athlete_sex,athlete_link,country_code,discipline_code,event,country,discipline
590,Bronze Medal,3,2021-07-29 00:00:00.0,OPPO Stefano,M,../../../en/results/rowing/athlete-profile-n1321393-oppo-stefano.htm,ITA,ROW,Lightweight Men's Double Sculls,Italy,Rowing
591,Bronze Medal,3,2021-07-29 00:00:00.0,RUTA Pietro,M,../../../en/results/rowing/athlete-profile-n1321413-ruta-pietro.htm,ITA,ROW,Lightweight Men's Double Sculls,Italy,Rowing
592,Gold Medal,1,2021-07-29 00:00:00.0,CESARINI Federica,W,../../../en/results/rowing/athlete-profile-n1321401-cesarini-federica.htm,ITA,ROW,Lightweight Women's Double Sculls,Italy,Rowing
593,Gold Medal,1,2021-07-29 00:00:00.0,RODINI Valentina,W,../../../en/results/rowing/athlete-profile-n1321403-rodini-valentina.htm,ITA,ROW,Lightweight Women's Double Sculls,Italy,Rowing
594,Silver Medal,2,2021-07-29 00:00:00.0,BOVE Claire,W,../../../en/results/rowing/athlete-profile-n1325549-bove-claire.htm,FRA,ROW,Lightweight Women's Double Sculls,France,Rowing
595,Silver Medal,2,2021-07-29 00:00:00.0,TARANTOLA Laura,W,../../../en/results/rowing/athlete-profile-n1325578-tarantola-laura.htm,FRA,ROW,Lightweight Women's Double Sculls,France,Rowing
596,Bronze Medal,3,2021-07-29 00:00:00.0,KEIJSER Marieke,W,../../../en/results/rowing/athlete-profile-n1476561-keijser-marieke.htm,NED,ROW,Lightweight Women's Double Sculls,Netherlands,Rowing
597,Bronze Medal,3,2021-07-29 00:00:00.0,PAULIS Ilse,W,../../../en/results/rowing/athlete-profile-n1476568-paulis-ilse.htm,NED,ROW,Lightweight Women's Double Sculls,Netherlands,Rowing
598,Gold Medal,1,2021-07-29 00:00:00.0,SINKOVIC Martin,M,../../../en/results/rowing/athlete-profile-n1327804-sinkovic-martin.htm,CRO,ROW,Men's Pair,Croatia,Rowing
599,Gold Medal,1,2021-07-29 00:00:00.0,SINKOVIC Valent,M,../../../en/results/rowing/athlete-profile-n1456414-sinkovic-valent.htm,CRO,ROW,Men's Pair,Croatia,Rowing
600,Silver Medal,2,2021-07-29 00:00:00.0,COZMIUC Marius,M,../../../en/results/rowing/athlete-profile-n1285995-cozmiuc-marius.htm,ROU,ROW,Men's Pair,Romania,Rowing
601,Silver Medal,2,2021-07-29 00:00:00.0,TUDOSA Ciprian,M,../../../en/results/rowing/athlete-profile-n1286099-tudosa-ciprian.htm,ROU,ROW,Men's Pair,Romania,Rowing
602,Bronze Medal,3,2021-07-29 00:00:00.0,VYSTAVEL Frederic,M,../../../en/results/rowing/athlete-profile-n1366761-vystavel-frederic.htm,DEN,ROW,Men's Pair,Denmark,Rowing
603,Bronze Medal,3,2021-07-29 00:00:00.0,SUTTON Joachim,M,../../../en/results/rowing/athlete-profile-n1366762-sutton-joachim.htm,DEN,ROW,Men's Pair,Denmark,Rowing
604,Gold Medal,1,2021-07-29 00:00:00.0,PRENDERGAST Grace,W,../../../en/results/rowing/athlete-profile-n1462962-prendergast-grace.htm,NZL,ROW,Women's Pair,New Zealand,Rowing
605,Gold Medal,1,2021-07-29 00:00:00.0,GOWLER Kerri,W,../../../en/results/rowing/athlete-profile-n1462923-gowler-kerri.htm,NZL,ROW,Women's Pair,New Zealand,Rowing
606,Silver Medal,2,2021-07-29 00:00:00.0,ORIABINSKAIA Elena,W,../../../en/results/rowing/athlete-profile-n1435251-oriabinskaia-elena.htm,ROC,ROW,Women's Pair,ROC,Rowing
607,Silver Medal,2,2021-07-29 00:00:00.0,STEPANOVA Vasilisa,W,../../../en/results/rowing/athlete-profile-n1435265-stepanova-vasilisa.htm,ROC,ROW,Women's Pair,ROC,Rowing
608,Bronze Medal,3,2021-07-29 00:00:00.0,JANSSENS Hillary,W,../../../en/results/rowing/athlete-profile-n1433265-janssens-hillary.htm,CAN,ROW,Women's Pair,Canada,Rowing
609,Bronze Medal,3,2021-07-29 00:00:00.0,FILMER Caileigh,W,../../../en/results/rowing/athlete-profile-n1433259-filmer-caileigh.htm,CAN,ROW,Women's Pair,Canada,Rowing
610,Gold Medal,1,2021-07-29 00:00:00.0,LIPTAK Jiri,M,../../../en/results/shooting/athlete-profile-n1408572-liptak-jiri.htm,CZE,SHO,Trap Men,Czech Republic,Shooting
611,Silver Medal,2,2021-07-29 00:00:00.0,KOSTELECKY David,M,../../../en/results/shooting/athlete-profile-n1408571-kostelecky-david.htm,CZE,SHO,Trap Men,Czech Republic,Shooting
612,Bronze Medal,3,2021-07-29 00:00:00.0,COWARD HOLLEY Matthew John,M,../../../en/results/shooting/athlete-profile-n1459202-coward-holley-matthew-john.htm,GBR,SHO,Trap Men,Great Britain,Shooting
613,Gold Medal,1,2021-07-29 00:00:00.0,REHAK STEFECEKOVA Zuzana,W,../../../en/results/shooting/athlete-profile-n1379850-rehak-stefecekova-zuzana.htm,SVK,SHO,Trap Women,Slovakia,Shooting
614,Silver Medal,2,2021-07-29 00:00:00.0,BROWNING Kayle,W,../../../en/results/shooting/athlete-profile-n1335367-browning-kayle.htm,USA,SHO,Trap Women,United States of America,Shooting
615,Bronze Medal,3,2021-07-29 00:00:00.0,PERILLI Alessandra,W,../../../en/results/shooting/athlete-profile-n1291695-perilli-alessandra.htm,SMR,SHO,Trap Women,San Marino,Shooting
616,Gold Medal,1,2021-07-29 00:00:00.0,DRESSEL Caeleb,M,../../../en/results/swimming/athlete-profile-n1302244-dressel-caeleb.htm,USA,SWM,Men's 100m Freestyle,United States of America,Swimming
617,Silver Medal,2,2021-07-29 00:00:00.0,CHALMERS Kyle,M,../../../en/results/swimming/athlete-profile-n1482862-chalmers-kyle.htm,AUS,SWM,Men's 100m Freestyle,Australia,Swimming
618,Bronze Medal,3,2021-07-29 00:00:00.0,KOLESNIKOV Kliment,M,../../../en/results/swimming/athlete-profile-n1431507-kolesnikov-kliment.htm,ROC,SWM,Men's 100m Freestyle,ROC,Swimming
619,Gold Medal,1,2021-07-29 00:00:00.0,STUBBLETY-COOK Izaac,M,../../../en/results/swimming/athlete-profile-n1482875-stubblety-cook-izaac.htm,AUS,SWM,Men's 200m Breaststroke,Australia,Swimming
620,Silver Medal,2,2021-07-29 00:00:00.0,KAMMINGA Arno,M,../../../en/results/swimming/athlete-profile-n1467428-kamminga-arno.htm,NED,SWM,Men's 200m Breaststroke,Netherlands,Swimming
621,Bronze Medal,3,2021-07-29 00:00:00.0,MATTSSON Matti,M,../../../en/results/swimming/athlete-profile-n1308801-mattsson-matti.htm,FIN,SWM,Men's 200m Breaststroke,Finland,Swimming
622,Gold Medal,1,2021-07-29 00:00:00.0,FINKE Robert,M,../../../en/results/swimming/athlete-profile-n1302442-finke-robert.htm,USA,SWM,Men's 800m Freestyle,United States of America,Swimming
623,Silver Medal,2,2021-07-29 00:00:00.0,PALTRINIERI Gregorio,M,../../../en/results/swimming/athlete-profile-n1343289-paltrinieri-gregorio.htm,ITA,SWM,Men's 800m Freestyle,Italy,Swimming
624,Bronze Medal,3,2021-07-29 00:00:00.0,ROMANCHUK Mykhailo,M,../../../en/results/swimming/athlete-profile-n1451911-romanchuk-mykhailo.htm,UKR,SWM,Men's 800m Freestyle,Ukraine,Swimming
625,Gold Medal,1,2021-07-29 00:00:00.0,ZHANG Yufei,W,../../../en/results/swimming/athlete-profile-n1311332-zhang-yufei.htm,CHN,SWM,Women's 200m Butterfly,People's Republic of China,Swimming
626,Silver Medal,2,2021-07-29 00:00:00.0,SMITH Regan,W,../../../en/results/swimming/athlete-profile-n1302447-smith-regan.htm,USA,SWM,Women's 200m Butterfly,United States of America,Swimming
627,Bronze Medal,3,2021-07-29 00:00:00.0,FLICKINGER Hali,W,../../../en/results/swimming/athlete-profile-n1302275-flickinger-hali.htm,USA,SWM,Women's 200m Butterfly,United States of America,Swimming
628,Gold Medal,1,2021-07-29 00:00:00.0,YANG Junxuan,W,../../../en/results/swimming/athlete-profile-n1310752-yang-junxuan.htm,CHN,SWM,Women's 4 x 200m Freestyle Relay,People's Republic of China,Swimming
629,Gold Medal,1,2021-07-29 00:00:00.0,ZHANG Yufei,W,../../../en/results/swimming/athlete-profile-n1311332-zhang-yufei.htm,CHN,SWM,Women's 4 x 200m Freestyle Relay,People's Republic of China,Swimming
630,Gold Medal,1,2021-07-29 00:00:00.0,DONG Jie,W,../../../en/results/swimming/athlete-profile-n1312611-dong-jie.htm,CHN,SWM,Women's 4 x 200m Freestyle Relay,People's Republic of China,Swimming
631,Gold Medal,1,2021-07-29 00:00:00.0,ZHANG Yifan,W,../../../en/results/swimming/athlete-profile-n1312640-zhang-yifan.htm,CHN,SWM,Women's 4 x 200m Freestyle Relay,People's Republic of China,Swimming
632,Gold Medal,1,2021-07-29 00:00:00.0,TANG Muhan,W,../../../en/results/swimming/athlete-profile-n1315010-tang-muhan.htm,CHN,SWM,Women's 4 x 200m Freestyle Relay,People's Republic of China,Swimming
633,Gold Medal,1,2021-07-29 00:00:00.0,LI Bingjie,W,../../../en/results/swimming/athlete-profile-n1311341-li-bingjie.htm,CHN,SWM,Women's 4 x 200m Freestyle Relay,People's Republic of China,Swimming
634,Silver Medal,2,2021-07-29 00:00:00.0,MADDEN Paige,W,../../../en/results/swimming/athlete-profile-n1302440-madden-paige.htm,USA,SWM,Women's 4 x 200m Freestyle Relay,United States of America,Swimming
635,Silver Medal,2,2021-07-29 00:00:00.0,Mc LAUGHLIN Kathryn,W,../../../en/results/swimming/athlete-profile-n1302302-mc-laughlin-kathryn.htm,USA,SWM,Women's 4 x 200m Freestyle Relay,United States of America,Swimming
636,Silver Medal,2,2021-07-29 00:00:00.0,SIMS Arabella,W,../../../en/results/swimming/athlete-profile-n1393808-sims-arabella.htm,USA,SWM,Women's 4 x 200m Freestyle Relay,United States of America,Swimming
637,Silver Medal,2,2021-07-29 00:00:00.0,LEDECKY Kathleen,W,../../../en/results/swimming/athlete-profile-n1302300-ledecky-kathleen.htm,USA,SWM,Women's 4 x 200m Freestyle Relay,United States of America,Swimming
638,Silver Medal,2,2021-07-29 00:00:00.0,FORDE Brooke,W,../../../en/results/swimming/athlete-profile-n1302237-forde-brooke.htm,USA,SWM,Women's 4 x 200m Freestyle Relay,United States of America,Swimming
639,Silver Medal,2,2021-07-29 00:00:00.0,SCHMITT Allison,W,../../../en/results/swimming/athlete-profile-n1302228-schmitt-allison.htm,USA,SWM,Women's 4 x 200m Freestyle Relay,United States of America,Swimming
640,Bronze Medal,3,2021-07-29 00:00:00.0,THROSSELL Brianna,W,../../../en/results/swimming/athlete-profile-n1482878-throssell-brianna.htm,AUS,SWM,Women's 4 x 200m Freestyle Relay,Australia,Swimming
641,Bronze Medal,3,2021-07-29 00:00:00.0,WILSON Madison,W,../../../en/results/swimming/athlete-profile-n1482879-wilson-madison.htm,AUS,SWM,Women's 4 x 200m Freestyle Relay,Australia,Swimming
642,Bronze Medal,3,2021-07-29 00:00:00.0,O'CALLAGHAN Mollie,W,../../../en/results/swimming/athlete-profile-n1482917-o-callaghan-mollie.htm,AUS,SWM,Women's 4 x 200m Freestyle Relay,Australia,Swimming
643,Bronze Medal,3,2021-07-29 00:00:00.0,COOK Tamsin,W,../../../en/results/swimming/athlete-profile-n1699090-cook-tamsin.htm,AUS,SWM,Women's 4 x 200m Freestyle Relay,Australia,Swimming
644,Bronze Medal,3,2021-07-29 00:00:00.0,HARRIS Meg,W,../../../en/results/swimming/athlete-profile-n1482907-harris-meg.htm,AUS,SWM,Women's 4 x 200m Freestyle Relay,Australia,Swimming
645,Bronze Medal,3,2021-07-29 00:00:00.0,TITMUS Ariarne,W,../../../en/results/swimming/athlete-profile-n1482877-titmus-ariarne.htm,AUS,SWM,Women's 4 x 200m Freestyle Relay,Australia,Swimming
646,Bronze Medal,3,2021-07-29 00:00:00.0,NEALE Leah,W,../../../en/results/swimming/athlete-profile-n1482874-neale-leah.htm,AUS,SWM,Women's 4 x 200m Freestyle Relay,Australia,Swimming
647,Bronze Medal,3,2021-07-29 00:00:00.0,McKEON Emma,W,../../../en/results/swimming/athlete-profile-n1482869-mckeon-emma.htm,AUS,SWM,Women's 4 x 200m Freestyle Relay,Australia,Swimming
648,Gold Medal,1,2021-07-29 00:00:00.0,CHEN Meng,W,../../../en/results/table-tennis/athlete-profile-n1322041-chen-meng.htm,CHN,TTE,Women's Singles,People's Republic of China,Table Tennis
649,Silver Medal,2,2021-07-29 00:00:00.0,SUN Yingsha,W,../../../en/results/table-tennis/athlete-profile-n1322049-sun-yingsha.htm,CHN,TTE,Women's Singles,People's Republic of China,Table Tennis
650,Bronze Medal,3,2021-07-29 00:00:00.0,ITO Mima,W,../../../en/results/table-tennis/athlete-profile-n1316127-ito-mima.htm,JPN,TTE,Women's Singles,Japan,Table Tennis
651,Gold Medal,1,2021-07-30 00:00:00.0,AN San,W,../../../en/results/archery/athlete-profile-n1338248-an-san.htm,KOR,ARC,Women's Individual,Republic of Korea,Archery
652,Silver Medal,2,2021-07-30 00:00:00.0,OSIPOVA Elena,W,../../../en/results/archery/athlete-profile-n1431749-osipova-elena.htm,ROC,ARC,Women's Individual,ROC,Archery
653,Bronze Medal,3,2021-07-30 00:00:00.0,BOARI Lucilla,W,../../../en/results/archery/athlete-profile-n1413342-boari-lucilla.htm,ITA,ARC,Women's Individual,Italy,Archery
654,Gold Medal,1,2021-07-30 00:00:00.0,BAREGA Selemon,M,../../../en/results/athletics/athlete-profile-n1351995-barega-selemon.htm,ETH,ATH,"Men's 10,000m",Ethiopia,Athletics
655,Silver Medal,2,2021-07-30 00:00:00.0,CHEPTEGEI Joshua,M,../../../en/results/athletics/athlete-profile-n1450695-cheptegei-joshua.htm,UGA,ATH,"Men's 10,000m",Uganda,Athletics
656,Bronze Medal,3,2021-07-30 00:00:00.0,KIPLIMO Jacob,M,../../../en/results/athletics/athlete-profile-n1450741-kiplimo-jacob.htm,UGA,ATH,"Men's 10,000m",Uganda,Athletics
657,Gold Medal,1,2021-07-30 00:00:00.0,WANG Yi Lyu,X,../../../en/results/badminton/athlete-profile-n1350344-wang-yi-lyu.htm,CHN,BDM,Mixed Doubles,People's Republic of China,Badminton
658,Gold Medal,1,2021-07-30 00:00:00.0,HUANG Dong Ping,X,../../../en/results/badminton/athlete-profile-n1350347-huang-dong-ping.htm,CHN,BDM,Mixed Doubles,People's Republic of China,Badminton
659,Silver Medal,2,2021-07-30 00:00:00.0,ZHENG Si Wei,X,../../../en/results/badminton/athlete-profile-n1350332-zheng-si-wei.htm,CHN,BDM,Mixed Doubles,People's Republic of China,Badminton
660,Silver Medal,2,2021-07-30 00:00:00.0,HUANG Ya Qiong,X,../../../en/results/badminton/athlete-profile-n1350338-huang-ya-qiong.htm,CHN,BDM,Mixed Doubles,People's Republic of China,Badminton
661,Bronze Medal,3,2021-07-30 00:00:00.0,WATANABE Yuta,X,../../../en/results/badminton/athlete-profile-n1313474-watanabe-yuta.htm,JPN,BDM,Mixed Doubles,Japan,Badminton
662,Bronze Medal,3,2021-07-30 00:00:00.0,HIGASHINO Arisa,X,../../../en/results/badminton/athlete-profile-n1313496-higashino-arisa.htm,JPN,BDM,Mixed Doubles,Japan,Badminton
663,Gold Medal,1,2021-07-30 00:00:00.0,PRSKAVEC Jiri,M,../../../en/results/canoe-slalom/athlete-profile-n1402115-prskavec-jiri.htm,CZE,CSL,Men's Kayak,Czech Republic,Canoe Slalom
664,Silver Medal,2,2021-07-30 00:00:00.0,GRIGAR Jakub,M,../../../en/results/canoe-slalom/athlete-profile-n1387283-grigar-jakub.htm,SVK,CSL,Men's Kayak,Slovakia,Canoe Slalom
665,Bronze Medal,3,2021-07-30 00:00:00.0,AIGNER Hannes,M,../../../en/results/canoe-slalom/athlete-profile-n1333386-aigner-hannes.htm,GER,CSL,Men's Kayak,Germany,Canoe Slalom
666,Gold Medal,1,2021-07-30 00:00:00.0,KIMMANN Niek,M,../../../en/results/cycling-bmx-racing/athlete-profile-n1467925-kimmann-niek.htm,NED,BMX,Men,Netherlands,Cycling BMX Racing
667,Silver Medal,2,2021-07-30 00:00:00.0,WHYTE Kye,M,../../../en/results/cycling-bmx-racing/athlete-profile-n1474981-whyte-kye.htm,GBR,BMX,Men,Great Britain,Cycling BMX Racing
668,Bronze Medal,3,2021-07-30 00:00:00.0,RAMIREZ YEPES Carlos Alberto,M,../../../en/results/cycling-bmx-racing/athlete-profile-n1379634-ramirez-yepes-carlos-alberto.htm,COL,BMX,Men,Colombia,Cycling BMX Racing
669,Gold Medal,1,2021-07-30 00:00:00.0,SHRIEVER Bethany,W,../../../en/results/cycling-bmx-racing/athlete-profile-n1474974-shriever-bethany.htm,GBR,BMX,Women,Great Britain,Cycling BMX Racing
670,Silver Medal,2,2021-07-30 00:00:00.0,PAJON Mariana,W,../../../en/results/cycling-bmx-racing/athlete-profile-n1379630-pajon-mariana.htm,COL,BMX,Women,Colombia,Cycling BMX Racing
671,Bronze Medal,3,2021-07-30 00:00:00.0,SMULDERS Merel,W,../../../en/results/cycling-bmx-racing/athlete-profile-n1467951-smulders-merel.htm,NED,BMX,Women,Netherlands,Cycling BMX Racing
672,Gold Medal,1,2021-07-30 00:00:00.0,MINOBE Kazuyasu,M,../../../en/results/fencing/athlete-profile-n1315113-minobe-kazuyasu.htm,JPN,FEN,Men's &Eacute;p&eacute;e Team,Japan,Fencing
673,Gold Medal,1,2021-07-30 00:00:00.0,KANO Koki,M,../../../en/results/fencing/athlete-profile-n1315114-kano-koki.htm,JPN,FEN,Men's &Eacute;p&eacute;e Team,Japan,Fencing
674,Gold Medal,1,2021-07-30 00:00:00.0,YAMADA Masaru,M,../../../en/results/fencing/athlete-profile-n1315115-yamada-masaru.htm,JPN,FEN,Men's &Eacute;p&eacute;e Team,Japan,Fencing
675,Gold Medal,1,2021-07-30 00:00:00.0,UYAMA Satoru,M,../../../en/results/fencing/athlete-profile-n1315116-uyama-satoru.htm,JPN,FEN,Men's &Eacute;p&eacute;e Team,Japan,Fencing
676,Silver Medal,2,2021-07-30 00:00:00.0,BIDA Sergey,M,../../../en/results/fencing/athlete-profile-n1428184-bida-sergey.htm,ROC,FEN,Men's &Eacute;p&eacute;e Team,ROC,Fencing
677,Silver Medal,2,2021-07-30 00:00:00.0,KHODOS Sergey,M,../../../en/results/fencing/athlete-profile-n1428185-khodos-sergey.htm,ROC,FEN,Men's &Eacute;p&eacute;e Team,ROC,Fencing
678,Silver Medal,2,2021-07-30 00:00:00.0,SUKHOV Pavel,M,../../../en/results/fencing/athlete-profile-n1428186-sukhov-pavel.htm,ROC,FEN,Men's &Eacute;p&eacute;e Team,ROC,Fencing
679,Silver Medal,2,2021-07-30 00:00:00.0,GLAZKOV Nikita,M,../../../en/results/fencing/athlete-profile-n1428187-glazkov-nikita.htm,ROC,FEN,Men's &Eacute;p&eacute;e Team,ROC,Fencing
680,Bronze Medal,3,2021-07-30 00:00:00.0,KWEON Youngjun,M,../../../en/results/fencing/athlete-profile-n1407976-kweon-youngjun.htm,KOR,FEN,Men's &Eacute;p&eacute;e Team,Republic of Korea,Fencing
681,Bronze Medal,3,2021-07-30 00:00:00.0,PARK Sangyoung,M,../../../en/results/fencing/athlete-profile-n1335656-park-sangyoung.htm,KOR,FEN,Men's &Eacute;p&eacute;e Team,Republic of Korea,Fencing
682,Bronze Medal,3,2021-07-30 00:00:00.0,MA Segeon,M,../../../en/results/fencing/athlete-profile-n1335658-ma-segeon.htm,KOR,FEN,Men's &Eacute;p&eacute;e Team,Republic of Korea,Fencing
683,Bronze Medal,3,2021-07-30 00:00:00.0,SONG Jaeho,M,../../../en/results/fencing/athlete-profile-n1335660-song-jaeho.htm,KOR,FEN,Men's &Eacute;p&eacute;e Team,Republic of Korea,Fencing
684,Gold Medal,1,2021-07-30 00:00:00.0,KRPALEK Lukas,M,../../../en/results/judo/athlete-profile-n1408640-krpalek-lukas.htm,CZE,JUD,Men +100 kg,Czech Republic,Judo
685,Silver Medal,2,2021-07-30 00:00:00.0,TUSHISHVILI Guram,M,../../../en/results/judo/athlete-profile-n1286158-tushishvili-guram.htm,GEO,JUD,Men +100 kg,Georgia,Judo
686,Bronze Medal,3,2021-07-30 00:00:00.0,RINER Teddy,M,../../../en/results/judo/athlete-profile-n1403689-riner-teddy.htm,FRA,JUD,Men +100 kg,France,Judo
687,Bronze Medal,3,2021-07-30 00:00:00.0,BASHAEV Tamerlan,M,../../../en/results/judo/athlete-profile-n1439725-bashaev-tamerlan.htm,ROC,JUD,Men +100 kg,ROC,Judo
688,Gold Medal,1,2021-07-30 00:00:00.0,SONE Akira,W,../../../en/results/judo/athlete-profile-n1315332-sone-akira.htm,JPN,JUD,Women +78 kg,Japan,Judo
689,Silver Medal,2,2021-07-30 00:00:00.0,ORTIZ Idalys,W,../../../en/results/judo/athlete-profile-n1314715-ortiz-idalys.htm,CUB,JUD,Women +78 kg,Cuba,Judo
690,Bronze Medal,3,2021-07-30 00:00:00.0,DICKO Romane,W,../../../en/results/judo/athlete-profile-n1403706-dicko-romane.htm,FRA,JUD,Women +78 kg,France,Judo
691,Bronze Medal,3,2021-07-30 00:00:00.0,KINDZERSKA Iryna,W,../../../en/results/judo/athlete-profile-n1341371-kindzerska-iryna.htm,AZE,JUD,Women +78 kg,Azerbaijan,Judo
692,Gold Medal,1,2021-07-30 00:00:00.0,BOND Hamish,M,../../../en/results/rowing/athlete-profile-n1462911-bond-hamish.htm,NZL,ROW,Men's Eight,New Zealand,Rowing
693,Gold Medal,1,2021-07-30 00:00:00.0,BOSWORTH Sam,M,../../../en/results/rowing/athlete-profile-n1462914-bosworth-sam.htm,NZL,ROW,Men's Eight,New Zealand,Rowing
694,Gold Medal,1,2021-07-30 00:00:00.0,BRAKE Michael,M,../../../en/results/rowing/athlete-profile-n1462915-brake-michael.htm,NZL,ROW,Men's Eight,New Zealand,Rowing
695,Gold Medal,1,2021-07-30 00:00:00.0,KIRKHAM Shaun,M,../../../en/results/rowing/athlete-profile-n1462934-kirkham-shaun.htm,NZL,ROW,Men's Eight,New Zealand,Rowing
696,Gold Medal,1,2021-07-30 00:00:00.0,MACDONALD Matt,M,../../../en/results/rowing/athlete-profile-n1462939-macdonald-matt.htm,NZL,ROW,Men's Eight,New Zealand,Rowing
697,Gold Medal,1,2021-07-30 00:00:00.0,MACKINTOSH Thomas,M,../../../en/results/rowing/athlete-profile-n1462943-mackintosh-thomas.htm,NZL,ROW,Men's Eight,New Zealand,Rowing
698,Gold Medal,1,2021-07-30 00:00:00.0,MURRAY Tom,M,../../../en/results/rowing/athlete-profile-n1462956-murray-tom.htm,NZL,ROW,Men's Eight,New Zealand,Rowing
699,Gold Medal,1,2021-07-30 00:00:00.0,WILLIAMSON Daniel,M,../../../en/results/rowing/athlete-profile-n1462986-williamson-daniel.htm,NZL,ROW,Men's Eight,New Zealand,Rowing
700,Gold Medal,1,2021-07-30 00:00:00.0,WILSON Phillip,M,../../../en/results/rowing/athlete-profile-n1462987-wilson-phillip.htm,NZL,ROW,Men's Eight,New Zealand,Rowing
701,Silver Medal,2,2021-07-30 00:00:00.0,FOLLERT Laurits,M,../../../en/results/rowing/athlete-profile-n1331563-follert-laurits.htm,GER,ROW,Men's Eight,Germany,Rowing
702,Silver Medal,2,2021-07-30 00:00:00.0,JAKSCHIK Malte,M,../../../en/results/rowing/athlete-profile-n1331578-jakschik-malte.htm,GER,ROW,Men's Eight,Germany,Rowing
703,Silver Medal,2,2021-07-30 00:00:00.0,JOHANNESEN Torben,M,../../../en/results/rowing/athlete-profile-n1331579-johannesen-torben.htm,GER,ROW,Men's Eight,Germany,Rowing
704,Silver Medal,2,2021-07-30 00:00:00.0,OCIK Hannes,M,../../../en/results/rowing/athlete-profile-n1331589-ocik-hannes.htm,GER,ROW,Men's Eight,Germany,Rowing
705,Silver Medal,2,2021-07-30 00:00:00.0,SAUER Martin,M,../../../en/results/rowing/athlete-profile-n1331599-sauer-martin.htm,GER,ROW,Men's Eight,Germany,Rowing
706,Silver Medal,2,2021-07-30 00:00:00.0,SCHMIDT Richard,M,../../../en/results/rowing/athlete-profile-n1331601-schmidt-richard.htm,GER,ROW,Men's Eight,Germany,Rowing
707,Silver Medal,2,2021-07-30 00:00:00.0,SCHNEIDER Jakob,M,../../../en/results/rowing/athlete-profile-n1331602-schneider-jakob.htm,GER,ROW,Men's Eight,Germany,Rowing
708,Silver Medal,2,2021-07-30 00:00:00.0,WEISSENFELD Johannes,M,../../../en/results/rowing/athlete-profile-n1331608-weissenfeld-johannes.htm,GER,ROW,Men's Eight,Germany,Rowing
709,Silver Medal,2,2021-07-30 00:00:00.0,ROGGENSACK Olaf,M,../../../en/results/rowing/athlete-profile-n1331597-roggensack-olaf.htm,GER,ROW,Men's Eight,Germany,Rowing
710,Bronze Medal,3,2021-07-30 00:00:00.0,BUGAJSKI Josh,M,../../../en/results/rowing/athlete-profile-n1444659-bugajski-josh.htm,GBR,ROW,Men's Eight,Great Britain,Rowing
